"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"Travels with a donkey in the Cévennes","Amateur emigrant ; An inland voyage : Travels with a donkey ; The amateur emigrant, together with, The old and new Pacific capitals; and, The Silverado squatters ; Inland voyage ; Old and new Pacific capitals ; Silverado squatters ; The Silverado squatters ; The amateur emigrant ; The old and new Pacific capitals ; Travels with a donkey ; Works. Selections","009644763","Monograph","Language material ; Text","Volume","GB5605842","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person]","","","England ; Scotland","Glasgow ; London","Collins","1956","","384 pages, illustrations, 19 cm","917.3","12654.l.28","","","English","",""
"Travels with a donkey in the Cévennes","An Inland Voyage : Travels with a Donkey in the Cevennes ; Inland voyage ; Travels with a donkey in the Cevennes ; Works. Selections","003501071","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person]","","","England","London","Gordon Martin","1948","","252 pages (8°)","","12275.a.23","","","English","",""
"Travels with a donkey in the Cévennes","An Inland Voyage : Travels with a Donkey in the Cévennes; & The Silverado Squatters ; Inland voyage ; Silverado squatters ; The Silverado squatters ; Works. Selections","003501048","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person]","Everyman's Library","number 766 [Everyman's Library]","England ; United States of America","London ; New York ; Toronto","E. P. Dutton ; J M Dent","1925","","xix, 277 pages (8°)","","12206.p.1/569 ; W21/3228 ; W25/9287","","","English","",""
"Travels with a donkey in the Cévennes","An Inland Voyage : and, Travels with a Donkey in the Cevennes ; Inland voyage ; Travels with a Donkey in the Cevennes ; Works. Selections","003501067","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person]","Kings Treasuries of Literature","number 256 [Kings Treasuries of Literature]","England","London","J M Dent","1941","","256 pages (8°)","","012207.aaa.1/252","","","English","",""
"Travels with a donkey in the Cévennes","An Inland Voyage : and, Travels with a Donkey in the Cevennes ; Inland voyage ; Travels with a donkey in the Cevennes ; Works. Selections","003501072","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person]","Holborn Library","","England","London","George G. Harrap","1948","","236 pages (8°)","","W.P.1596/15","","","English","",""
"Travels with a donkey in the Cévennes","An inland voyage : Travels with a donkey ; The Silverado Squatters ; Inland voyage ; Prose works. Selections ; Silverado squatters ; Travels with a donkey","010876462","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person]","Everyman's Library","","England","London","J M Dent","1960","","","","W65/0959","","","English","",""
"Travels with a donkey in the Cévennes","An inland voyage : Travels with a donkey ; The Silverado squatters ; Inland voyage ; Prose works. Selections ; Silverado squatters ; The Silverado squatters ; Travels with a donkey","009000479","Monograph","Language material ; Text","Volume","GB5506096","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person]","Everyman's library","number 766 [Everyman's library]","England ; United States of America","London ; New York","E. P. Dutton ; J M Dent","1955","","xix, 277, 4 pages, 19 cm","944.80810924","12206.p.1/930 ; W18/7714","","","English","This edition first published 1925",""
"Travels with a donkey in the Cévennes","An inland voyage : Travels with a donkey ; The Silverado squatters ; Inland voyage ; Prose works. Selections ; Silverado squatters ; Travels with a donkey","010876459","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person]","Everyman's library","","","","Dent","1938","","","910","910 *4409*","","","English","",""
"Travels with a donkey in the Cévennes","An inland voyage : Travels with a donkey in the Cevennes ; Inland voyage ; Prose works. Selections ; Travels with a donkey in the Cevennes","010876455","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person]","","","England","London","William Heinemann","1924","","","","W60/0028","","","English","",""
"Travels with a donkey in the Cévennes","An inland voyage : Travels with a donkey in the Cevennes ; Inland voyage ; Prose works. Selections ; Travels with a donkey in the Cevennes","010876456","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person]","The Skerryvore Edition","volume 15 [The Skerryvore Edition]","","","William Heinemann","1925","","","","X20/7582","","","English","",""
"Travels with a donkey in the Cévennes","An inland voyage : Travels with a donkey in the Cevennes ; Inland voyage ; Prose works. Selections ; Travels with a donkey in the Cevennes","010876458","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person]","","","","","Heinemann","1930","","","","X3/3876","","","English","",""
"Travels with a donkey in the Cévennes","An inland voyage : Travels with a donkey in the Cevennes ; Inland voyage ; Prose works. Selections ; Travels with a donkey in the Cevennes","010876789","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person]","works of Robert Louis Stevenson","volume 17 [works of Robert Louis Stevenson]","","","Heinemann","1924","Tusitala edition","","","X9/2470","","","English","",""
"Travels with a donkey in the Cévennes","An inland voyage : Travels with a donkey in the Cevennes ; Inland voyage ; Travels with a donkey in the Cevennes ; Works. Selections","004138083","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person]","","","","","","1969","","","","X.809/6494","","","English","",""
"Travels with a donkey in the Cévennes","An inland voyage : and, Travels with a donkey ; Inland voyage ; Prose works. Selections","015684310","Monograph","Language material ; Text","Volume","GBB0D2227","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person]","Cambridge Scholars Publishing classic texts ; The complete works","volume 17 [The complete works]","England","Newcastle upon Tyne","Cambridge Scholars","2008","","vii, 170 pages, 21 cm","823.8","H.2010/.9156","","","English","",""
"Travels with a donkey in the Cévennes","An inland voyage : and, Travels with a donkey in the Cevennes ; Inland voyage ; Prose works. Selections ; Travels with a donkey in the Cevennes","010876461","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person]","Holborn lib","","","","Harrap","1948","","","","W16/5240","","","English","",""
"Travels with a donkey in the Cévennes","An inland voyage ; Inland Voyage ; Travels with a Donkey : and, An Inland Voyage ; Works. Selections","003501045","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person] ; Cross, Wilbur L. (Wilbur Lucius), 1862-1948, editor [person]","Macmillan Pocket Classics","","United States of America","New York","","1924","","xxi, 297 pages (16°)","","12199.a.1/136","","","English","",""
"Travels with a donkey in the Cévennes","An inland voyage ; Inland voyage ; Prose works. Selections ; Travels with a donkey in the Cevennes : and, An inland voyage","008314745","Monograph","Language material ; Text","Volume","GB5306789","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person]","Nelson classics","","England","London","Thomas Nelson","1953","","vi, 144, 150 pages, 16 cm","944.80810924","012207.c.81","","","English","",""
"Travels with a donkey in the Cévennes","Inland voyage ; Prose works. Selections ; Silverado squatters ; Travels with a donkey : An inland voyage ; The Silverado squatters","007391945","Monograph","Language material ; Text","Volume","GB9369016","","9780460871181","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person]","","","England","London","Everyman","1992","","277 pages, 20 cm","914.4804812","YK.1994.a.1882","Travel ; California ; Languedoc-Roussillon (France)","","English","",""
"Travels with a donkey in the Cévennes","Inland voyage ; Prose works. Selections ; Silverado squatters ; Travels with a donkey : An inland voyage ; The Silverado squatters","007392029","Monograph","Language material ; Text","Volume","GB9411158","","9780460872782","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person]","The Everyman library","","England","London","Everyman","1993","","xxiv, 305 pages, 20 cm","914.4804812","YK.1994.a.4135","Travel ; California ; Languedoc-Roussillon (France)","","English","",""
"Travels with a donkey in the Cévennes","Inland voyage ; Prose works. Selections ; Silverado squatters ; Travels with a donkey : An inland voyage ; The silverado squatters","007390589","Monograph","Language material ; Text","Volume","GB8439125","","9780460007665 ; 9780460117661","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person]","Everyman classics ; Everyman's library","","England","London","Dent","1984","","xxiii, 277 pages, 19 cm","910.4","X.958/25598","Voyages and travel ; Travel--1876-1880--Texts","","English","",""
"Travels with a donkey in the Cévennes","Mountain town in France ; Travels with a Donkey in the Cevennes ; Works. Selections","003501074","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person]","","","England","London","Falcon","1948","","147 pages (8°)","","010167.a.49 ; W24/9417 ; W45/5475","","","English","Together with: A Mountain Town in France",""
"Travels with a donkey in the Cévennes","Travels with a Donkey : and, Virginibus Puerisque ; Virginibus Puerisque ; Works. Selections","003501065","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person] ; Bell, Harry MacAra, editor [person]","Selected English Classics","","England","London","Ginn","1936","","xxv, 291 pages (8°)","","012213.h.4/18","","","English","",""
"Travels with a donkey in the Cévennes","Travels with a Donkey","010876707","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person]","","","","","Chatto","1920","","","624.8","624.8 *5457*","","","English","",""
